vehicle_utilization,billed_utilization,total_volume_pool,revenue_per_kent_leg,high_acuity_share,non_billable_noshow,road_hours_per_vehicle,contract_concentration,cost_per_road_hour,label_ready
1.20475,1.25525,1.2565090511491128,97.85,0.2002499999999999,0.0495,12.545,0.124,38.75,1
1.3031939399057544,1.3507947552673445,1.3957826981725605,91.6477500521386,0.0859252481621657,0.0238807338401884,11.11952770034201,0.0979154959305179,31.85087753812986,1
0.5512978042773712,1.4218528750896895,1.1631030075745925,39.1591379614667,0.0177458135786488,0.2131317229504702,11.913131760471035,0.304581565612661,81.44371769818966,0
1.20475,1.25525,1.606,97.85,0.2002499999999999,0.0495,12.545,0.2042851029610524,38.75,0
1.3931674119665116,1.3160855862416485,1.7481716954929063,84.48245052410671,0.1755724374084362,0.0366452760126825,12.65010247110596,0.1193341895215502,35.19176374129376,1
1.2715453845886209,1.254402500584955,1.9651221163819488,119.75712762842336,0.1690017796775231,0.0946538347125195,15.193687869250068,0.1385575775553709,29.806593993369887,1
1.20475,1.25525,1.606,97.85,0.2002499999999999,0.1016815783832349,12.545,0.124,38.75,0
1.20475,1.25525,1.606,97.85,0.2002499999999999,0.0495,12.545,0.198,38.75,1
1.2559667329130992,1.0607838057512406,1.7639325818211742,116.74393030103612,0.2072420896194239,0.0840546025480755,11.797638569107626,0.0618386388224102,36.305971751421026,1
1.20475,1.25525,1.606,71.2090022354932,0.2002499999999999,0.0495,12.545,0.124,38.75,1
0.510395586730989,1.227698939578155,0.5705566972443283,112.66038910812829,0.0715957383156802,0.0920432546266673,12.785977462694431,0.1544557923415262,30.880176327705044,0
0.914438831938819,0.8117114281936294,0.7724961055236012,51.16803678557283,0.0391729702060144,0.1600569739382448,4.5092767580803566,0.6032347386069434,83.3366847485442,0
1.20475,1.080304130227316,1.606,97.85,0.2002499999999999,0.0495,12.545,0.124,38.75,1
1.20475,1.25525,1.606,97.85,0.2002499999999999,0.0495,8.737501906180052,0.124,38.75,0
0.5752814525890307,1.2285694300061096,0.6014080227863489,28.760359364244646,0.0827411707877703,0.060639884274695,4.967532650229967,0.2821995790590467,80.3503410269106,0
1.20475,1.25525,1.606,97.85,0.2002499999999999,0.1041006161229021,12.545,0.124,38.75,0
0.74693842877299,0.5024468235495597,1.1958913894133425,61.63667771744779,0.0243065370373618,0.2700965306126373,12.336159656135408,0.6095403281643125,54.70643343095012,0
1.20475,1.25525,1.606,70.7,0.2002499999999999,0.0495,12.545,0.124,38.75,1
1.1848992537728489,1.3494925910841356,1.970245942049371,90.89984217435416,0.1551799548583624,0.0610301546251093,10.968775299341052,0.0712025500722784,49.15389915082837,1
1.20475,1.25525,1.606,70.7,0.2002499999999999,0.0495,12.545,0.124,38.75,1
1.20475,1.25525,1.606,97.85,0.0495,0.0495,12.545,0.124,38.75,0
1.20475,1.25525,1.606,97.85,0.2002499999999999,0.0958419409026345,12.545,0.124,38.75,1
1.1480276013391666,1.3003743218038828,1.9785805398470675,106.3996630171025,0.054858548669419,0.0704761523735706,10.756053652200611,0.1793238371320722,36.445577980975045,1
1.20475,1.25525,1.606,97.85,0.2002499999999999,0.0495,12.545,0.202,38.75,0
1.20475,1.25525,1.606,97.85,0.2002499999999999,0.0495,12.545,0.124,50.85209889877128,0
0.9773599950848932,1.25525,1.606,97.85,0.2002499999999999,0.0495,12.545,0.124,38.75,1
1.20475,1.25525,1.606,97.85,0.2002499999999999,0.0495,8.91,0.124,38.75,0
0.501084899761499,1.2598536625581152,1.3557453574895606,57.583673481953184,0.0480770152959336,0.1522165658076525,13.543679082344728,0.3165641253898791,28.39615089755349,0
1.0578080080934318,1.0652756738377196,1.6943629510239095,85.7221505585656,0.2098892673017594,0.1653122546308936,13.805001928501683,0.1843552086739556,29.904425661504124,0
1.20475,1.25525,1.606,97.85,0.2002499999999999,0.0495,12.545,0.124,49.5,1
1.22627396988649,1.0667446101627354,1.551585413263114,81.7599985135727,0.3250085234256049,0.0976238187126791,11.097528274464484,0.0762778095876588,32.82909132086355,1
1.2522810700158895,1.2538180943944253,1.980592902962348,119.5171377322648,0.1382233963798572,0.0121134394044107,9.453262254900617,0.079699069819381,32.886363004527205,1
1.20475,1.25525,1.606,97.85,0.2002499999999999,0.0495,12.545,0.124,50.88981782204567,0
0.7045454894925247,0.7361457469492642,1.013918702086108,32.51859142788767,0.0315526205502761,0.1766978151856104,5.909124074278724,0.5956274242239338,52.509473876198264,0
1.1152576643003842,1.0538251768913258,1.7280485616971764,81.00346889692402,0.2128505487174919,0.0014874842008109,12.56194898935104,0.1090412728650814,47.36906371361941,1
